index,[2023-01-11 12:57:44.253] Capture Start,index,[2023-01-11 12:57:44.253] Capture Start
60233,2822,160238,2676
60234,2821,160239,2675
60235,2821,160240,2676
60236,2822,160241,2676
60237,2822,160242,2626
60238,2822,160243,2706
60239,2852,160244,2682
60240,2828,160245,2654
60241,2822,160246,2700
60242,2845,160247,2700
60243,2846,160248,2676
60244,2846,160249,2675
60245,2846,160250,2676
60246,2845,160251,2700
60247,2822,160252,2682
60248,2846,160253,2682
60249,2851,160254,2654
60250,2870,160255,2700
60251,2822,160256,2701
60252,2846,160257,2701
60253,2822,160258,2676
60254,2846,160259,2676
60255,2846,160260,2700
60256,2846,160261,2682
60257,2870,160262,2707
60258,2827,160263,2707
60259,2846,160264,2700
60260,2822,160265,2701
60261,2821,160266,2649
60262,2822,160267,2701
60263,2846,160268,2726
60264,2846,160269,2700
60265,2821,160270,2681
60266,2846,160271,2682
60267,2852,160272,2682
60268,2852,160273,2676
60269,2822,160274,2700
60270,2846,160275,2700
60271,2822,160276,2676
60272,2845,160277,2676
60273,2845,160278,2701
60274,2845,160279,2706
60275,2896,160280,2706
60276,2900,160281,2707
60277,2894,160282,2701
60278,2845,160283,2675
60279,2846,160284,2676
60280,2821,160285,2676
60281,2822,160286,2700
60282,2846,160287,2701
60283,2822,160288,2707
60284,2846,160289,2707
60285,2852,160290,2707
60286,2852,160291,2701
60287,2822,160292,2701
60288,2821,160293,2676
60289,2846,160294,2676
60290,2822,160295,2676
60291,2846,160296,2701
60292,2822,160297,2703
60293,2822,160298,2682
60294,2852,160299,2682
60295,2828,160300,2630
60296,2846,160301,2700
60297,2822,160302,2701
60298,2846,160303,2700
60299,2846,160304,2701
60300,2846,160305,2700
60301,2822,160306,2726
60302,2846,160307,2707
60303,2852,160308,2682
60304,2852,160309,2707
60305,2846,160310,2701
60306,2846,160311,2700
60307,2870,160312,2676
60308,2846,160313,2676
60309,2846,160314,2675
60310,2821,160315,2675
60311,2846,160316,2682
60312,2822,160317,2682
60313,2852,160318,2706
60314,2846,160319,2676
60315,2797,160320,2676
60316,2846,160321,2676
60317,2846,160322,2676
60318,2846,160323,2676
60319,2846,160324,2675
60320,2870,160325,2707
60321,2846,160326,2707
60322,2852,160327,2706
60323,2870,160328,2701
60324,2822,160329,2701
60325,2846,160330,2676
60326,2846,160331,2676
60327,2846,160332,2676
60328,2845,160333,2675
60329,2846,160334,2706
60330,2846,160335,2682
60331,2852,160336,2707
60332,2852,160337,2676
60333,2797,160338,2676
60334,2846,160339,2701
60335,2822,160340,2701
60336,2846,160341,2701
60337,2846,160342,2675
60338,2846,160343,2707
60339,2846,160344,2682
60340,2852,160345,2682
60341,2852,160346,2676
60342,2846,160347,2626
60343,2845,160348,2675
60344,2846,160349,2676
60345,2822,160350,2675
60346,2896,160351,2700
60347,2894,160352,2682
60348,2870,160353,2707
60349,2852,160354,2682
60350,2876,160355,2682
60351,2845,160356,2701
60352,2846,160357,2676
60353,2846,160358,2675
60354,2846,160359,2676
60355,2845,160360,2700
60356,2846,160361,2704
60357,2846,160362,2707
60358,2852,160363,2682
60359,2828,160364,2725
60360,2845,160365,2700
60361,2821,160366,2676
60362,2846,160367,2701
60363,2846,160368,2701
60364,2846,160369,2700
60365,2846,160370,2676
60366,2846,160371,2682
60367,2851,160372,2681
60368,2851,160373,2707
60369,2846,160374,2700
60370,2846,160375,2676
60371,2846,160376,2676
60372,2846,160377,2675
60373,2846,160378,2676
60374,2822,160379,2676
60375,2846,160380,2632
60376,2846,160381,2657
60377,2876,160382,2681
60378,2870,160383,2675
60379,2822,160384,2626
60380,2846,160385,2651
60381,2845,160386,2626
60382,2846,160387,2626
60383,2846,160388,2675
60384,2822,160389,2682
60385,2846,160390,2706
60386,2852,160391,2682
60387,2846,160392,2701
60388,2821,160393,2701
60389,2846,160394,2700
60390,2846,160395,2700
60391,2846,160396,2700
60392,2846,160397,2701
60393,2846,160398,2707
60394,2822,160399,2707
60395,2828,160400,2707
60396,2852,160401,2701
60397,2797,160402,2700
60398,2822,160403,2701
60399,2821,160404,2676
60400,2846,160405,2676
60401,2846,160406,2651
60402,2846,160407,2707
60403,2822,160408,2682
60404,2853,160409,2681
60405,2828,160410,2633
60406,2821,160411,2650
60407,2845,160412,2676
60408,2821,160413,2700
60409,2846,160414,2675
60410,2846,160415,2675
60411,2846,160416,2707
60412,2846,160417,2682
60413,2828,160418,2681
60414,2876,160419,2682
60415,2846,160420,2701
60416,2846,160421,2676
60417,2846,160422,2675
60418,2870,160423,2676
60419,2846,160424,2676
60420,2846,160425,2703
60421,2822,160426,2707
60422,2852,160427,2681
60423,2852,160428,2706
60424,2870,160429,2675
60425,2846,160430,2675
60426,2821,160431,2627
60427,2822,160432,2651
60428,2846,160433,2701
60429,2846,160434,2700
60430,2846,160435,2682
60431,2852,160436,2682
60432,2852,160437,2707
60433,2846,160438,2675
60434,2846,160439,2651
60435,2822,160440,2651
60436,2846,160441,2627
60437,2846,160442,2676
60438,2871,160443,2701
60439,2870,160444,2706
60440,2846,160445,2682
60441,2852,160446,2706
60442,2871,160447,2675
60443,2821,160448,2676
60444,2846,160449,2651
60445,2822,160450,2676
60446,2822,160451,2626
60447,2846,160452,2626
60448,2846,160453,2682
60449,2822,160454,2707
60450,2828,160455,2682
60451,2846,160456,2701
60452,2797,160457,2651
60453,2846,160458,2676
60454,2822,160459,2701
60455,2821,160460,2627
60456,2846,160461,2676
60457,2846,160462,2707
60458,2846,160463,2707
60459,2828,160464,2682
60460,2828,160465,2676
60461,2797,160466,2676
60462,2822,160467,2701
60463,2846,160468,2676
60464,2846,160469,2676
60465,2846,160470,2676
60466,2822,160471,2632
60467,2822,160472,2682
60468,2852,160473,2707
60469,2852,160474,2676
60470,2822,160475,2627
60471,2822,160476,2626
60472,2822,160477,2627
60473,2846,160478,2627
60474,2821,160479,2676
60475,2846,160480,2706
60476,2821,160481,2682
60477,2828,160482,2682
60478,2828,160483,2633
60479,2822,160484,2627
60480,2822,160485,2627
60481,2822,160486,2651
60482,2822,160487,2626
60483,2822,160488,2627
60484,2846,160489,2704
60485,2822,160490,2682
60486,2828,160491,2682
60487,2852,160492,2681
60488,2821,160493,2627
60489,2822,160494,2676
60490,2822,160495,2627
60491,2822,160496,2676
60492,2846,160497,2676
60493,2821,160498,2676
60494,2822,160499,2633
60495,2852,160500,2682
60496,2828,160501,2681
60497,2822,160502,2627
60498,2846,160503,2701
60499,2822,160504,2627
60500,2821,160505,2701
60501,2846,160506,2701
60502,2822,160507,2701
60503,2846,160508,2657
60504,2870,160509,2682
60505,2852,160510,2707
60506,2847,160511,2700
60507,2797,160512,2701
60508,2846,160513,2701
60509,2822,160514,2676
60510,2846,160515,2700
60511,2846,160516,2701
60512,2846,160517,2707
60513,2894,160518,2682
60514,2851,160519,2682
60515,2846,160520,2676
60516,2797,160521,2701
60517,2846,160522,2675
60518,2845,160523,2701
60519,2822,160524,2675
60520,2846,160525,2676
60521,2846,160526,2682
60522,2822,160527,2707
60523,2852,160528,2707
60524,2871,160529,2700
60525,2821,160530,2700
60526,2847,160531,2676
60527,2822,160532,2626
60528,2846,160533,2626
60529,2846,160534,2626
60530,2846,160535,2682
60531,2846,160536,2706
60532,2852,160537,2657
60533,2852,160538,2675
60534,2847,160539,2676
60535,2846,160540,2676
60536,2846,160541,2626
60537,2846,160542,2701
60538,2846,160543,2676
60539,2846,160544,2682
60540,2846,160545,2681
60541,2828,160546,2657
60542,2853,160547,2657
60543,2846,160548,2627
60544,2846,160549,2676
60545,2896,160550,2676
60546,2894,160551,2675
60547,2896,160552,2676
60548,2870,160553,2679
60549,2896,160554,2657
60550,2876,160555,2682
60551,2902,160556,2706
60552,2896,160557,2676
60553,2896,160558,2676
60554,2870,160559,2675
60555,2871,160560,2676
60556,2846,160561,2701
60557,2870,160562,2676
60558,2846,160563,2657
60559,2852,160564,2707
60560,2852,160565,2706
60561,2894,160566,2700
60562,2870,160567,2700
60563,2846,160568,2676
60564,2846,160569,2676
60565,2846,160570,2676
60566,2846,160571,2676
60567,2846,160572,2732
60568,2846,160573,2682
60569,2901,160574,2654
60570,2846,160575,2701
60571,2821,160576,2701
60572,2845,160577,2676
60573,2870,160578,2701
60574,2895,160579,2700
60575,2896,160580,2626
60576,2870,160581,2682
60577,2846,160582,2681
60578,2852,160583,2706
60579,2870,160584,2700
60580,2797,160585,2676
60581,2846,160586,2701
60582,2846,160587,2676
60583,2846,160588,2701
60584,2846,160589,2701
60585,2846,160590,2707
60586,2847,160591,2681
60587,2852,160592,2706
60588,2890,160593,2700
60589,2822,160594,2700
60590,2846,160595,2675
60591,2846,160596,2676
60592,2846,160597,2675
60593,2846,160598,2676
60594,2846,160599,2682
60595,2846,160600,2706
60596,2852,160601,2682
60597,2852,160602,2700
60598,2822,160603,2675
60599,2846,160604,2626
60600,2822,160605,2700
60601,2846,160606,2700
60602,2846,160607,2675
60603,2870,160608,2707
60604,2846,160609,2681
60605,2852,160610,2682
60606,2828,160611,2700
60607,2846,160612,2700
60608,2870,160613,2701
60609,2846,160614,2700
60610,2846,160615,2700
60611,2822,160616,2651
60612,2846,160617,2703
60613,2846,160618,2682
60614,2852,160619,2681
60615,2852,160620,2706
60616,2846,160621,2700
60617,2846,160622,2700
60618,2846,160623,2676
60619,2845,160624,2700
60620,2846,160625,2701
60621,2846,160626,2701
60622,2846,160627,2706
60623,2852,160628,2682
60624,2852,160629,2706
60625,2846,160630,2700
60626,2846,160631,2700
60627,2822,160632,2700
60628,2846,160633,2675
60629,2870,160634,2675
60630,2846,160635,2675
60631,2846,160636,2707
60632,2846,160637,2681
60633,2852,160638,2731
60634,2870,160639,2676
60635,2797,160640,2700
60636,2846,160641,2675
60637,2846,160642,2675
60638,2822,160643,2675
60639,2846,160644,2675
60640,2846,160645,2706
60641,2822,160646,2681
60642,2852,160647,2706
60643,2870,160648,2675
60644,2797,160649,2675
60645,2822,160650,2700
60646,2846,160651,2725
60647,2895,160652,2701
60648,2846,160653,2675
60649,2846,160654,2731
60650,2846,160655,2707
60651,2852,160656,2706
60652,2853,160657,2725
60653,2821,160658,2726
60654,2845,160659,2725
60655,2870,160660,2725
60656,2870,160661,2726
60657,2894,160662,2725
60658,2846,160663,2756
60659,2822,160664,2732
60660,2852,160665,2731
60661,2852,160666,2726
60662,2846,160667,2725
60663,2846,160668,2725
60664,2846,160669,2725
60665,2846,160670,2725
60666,2822,160671,2725
60667,2846,160672,2731
60668,2846,160673,2731
60669,2828,160674,2731
60670,2828,160675,2725
60671,2822,160676,2725
60672,2846,160677,2725
60673,2822,160678,2725
60674,2822,160679,2700
60675,2822,160680,2725
60676,2822,160681,2728
60677,2821,160682,2706
60678,2828,160683,2706
60679,2828,160684,2706
60680,2822,160685,2700
60681,2846,160686,2700
60682,2870,160687,2700
60683,2822,160688,2724
60684,2822,160689,2700
60685,2822,160690,2725
60686,2822,160691,2731
60687,2852,160692,2706
60688,2828,160693,2629
60689,2846,160694,2725
60690,2822,160695,2725
60691,2822,160696,2725
60692,2846,160697,2725
60693,2822,160698,2700
60694,2846,160699,2725
60695,2846,160700,2731
60696,2822,160701,2630
60697,2828,160702,2629
60698,2846,160703,2725
60699,2797,160704,2700
60700,2846,160705,2701
60701,2822,160706,2700
60702,2846,160707,2700
60703,2846,160708,2700
60704,2846,160709,2731
60705,2822,160710,2706
60706,2852,160711,2681
60707,2846,160712,2700
60708,2821,160713,2700
60709,2846,160714,2700
60710,2846,160715,2700
60711,2870,160716,2700
60712,2846,160717,2675
60713,2846,160718,2681
60714,2846,160719,2706
60715,2852,160720,2706
60716,2852,160721,2700
60717,2797,160722,2700
60718,2846,160723,2700
60719,2846,160724,2725
60720,2822,160725,2700
60721,2846,160726,2700
60722,2846,160727,2706
60723,2846,160728,2706
60724,2852,160729,2730
60725,2876,160730,2725
60726,2870,160731,2725
60727,2870,160732,2725
60728,2845,160733,2725
60729,2846,160734,2725
60730,2822,160735,2648
60731,2846,160736,2731
60732,2846,160737,2731
60733,2828,160738,2730
60734,2852,160739,2700
60735,2846,160740,2700
60736,2846,160741,2700
60737,2822,160742,2700
60738,2846,160743,2700
60739,2846,160744,2700
60740,2847,160745,2728
60741,2822,160746,2731
60742,2852,160747,2629
60743,2852,160748,2629
60744,2846,160749,2725
60745,2847,160750,2724
60746,2822,160751,2724
60747,2846,160752,2725
60748,2846,160753,2725
60749,2846,160754,2648
60750,2822,160755,2756
60751,2852,160756,2630
60752,2852,160757,2630
60753,2846,160758,2725
60754,2846,160759,2725
60755,2846,160760,2725
60756,2846,160761,2725
60757,2896,160762,2700
60758,2846,160763,2725
60759,2846,160764,2730
60760,2846,160765,2629
60761,2852,160766,2629
60762,2846,160767,2725
60763,2821,160768,2648
60764,2846,160769,2648
60765,2822,160770,2725
60766,2822,160771,2725
60767,2845,160772,2725
60768,2846,160773,2654
60769,2846,160774,2731
60770,2852,160775,2731
60771,2873,160776,2725
60772,2821,160777,2725
60773,2846,160778,2725
60774,2846,160779,2725
60775,2846,160780,2725
60776,2846,160781,2648
60777,2846,160782,2731
60778,2846,160783,2731
60779,2852,160784,2706
60780,2828,160785,2725
60781,2797,160786,2725
60782,2846,160787,2700
60783,2821,160788,2725
60784,2870,160789,2648
60785,2845,160790,2725
60786,2846,160791,2730
60787,2846,160792,2731
60788,2852,160793,2731
60789,2852,160794,2654
60790,2845,160795,2648
60791,2846,160796,2648
60792,2822,160797,2724
60793,2846,160798,2700
60794,2821,160799,2725
60795,2846,160800,2630
60796,2846,160801,2654
60797,2852,160802,2654
60798,2852,160803,2725
60799,2846,160804,2700
60800,2846,160805,2648
60801,2870,160806,2648
60802,2846,160807,2648
60803,2822,160808,2648
60804,2873,160809,2651
60805,2873,160810,2731
60806,2876,160811,2629
60807,2901,160812,2629
60808,2873,160813,2648
60809,2895,160814,2648
60810,2846,160815,2725
60811,2870,160816,2648
60812,2846,160817,2647
60813,2846,160818,2648
60814,2846,160819,2654
60815,2828,160820,2629
60816,2852,160821,2629
60817,2870,160822,2648
60818,2846,160823,2648
60819,2846,160824,2725
60820,2846,160825,2648
60821,2846,160826,2623
60822,2846,160827,2648
60823,2822,160828,2654
60824,2845,160829,2629
60825,2852,160830,2630
60826,2871,160831,2700
60827,2821,160832,2648
60828,2846,160833,2700
60829,2846,160834,2725
60830,2846,160835,2700
60831,2847,160836,2700
60832,2846,160837,2731
60833,2846,160838,2706
60834,2828,160839,2706
60835,2846,160840,2648
60836,2797,160841,2700
60837,2846,160842,2700
60838,2821,160843,2700
60839,2846,160844,2700
60840,2845,160845,2647
60841,2846,160846,2654
60842,2846,160847,2630
60843,2900,160848,2654
60844,2852,160849,2653
60845,2821,160850,2648
60846,2846,160851,2647
60847,2846,160852,2700
60848,2846,160853,2700
60849,2846,160854,2647
60850,2846,160855,2629
60851,2846,160856,2654
60852,2852,160857,2630
60853,2875,160858,2653
60854,2846,160859,2624
60855,2870,160860,2624
60856,2846,160861,2648
60857,2896,160862,2700
60858,2896,160863,2623
60859,2873,160864,2654
60860,2870,160865,2706
60861,2902,160866,2654
60862,2896,160867,2629
60863,2873,160868,2623
60864,2846,160869,2648
60865,2846,160870,2648
60866,2822,160871,2623
60867,2846,160872,2648
60868,2846,160873,2627
60869,2846,160874,2653
60870,2828,160875,2604
60871,2852,160876,2629
60872,2846,160877,2648
60873,2846,160878,2648
60874,2822,160879,2725
60875,2822,160880,2648
60876,2846,160881,2647
60877,2846,160882,2700
60878,2822,160883,2731
60879,2852,160884,2629
60880,2852,160885,2630
60881,2846,160886,2648
60882,2846,160887,2699
60883,2822,160888,2725
60884,2846,160889,2700
60885,2846,160890,2700
60886,2846,160891,2700
60887,2846,160892,2707
60888,2846,160893,2629
60889,2852,160894,2629
60890,2846,160895,2648
60891,2821,160896,2700
60892,2846,160897,2700
60893,2822,160898,2700
60894,2845,160899,2623
60895,2846,160900,2648
60896,2846,160901,2654
60897,2846,160902,2706
60898,2852,160903,2654
60899,2846,160904,2700
60900,2821,160905,2700
60901,2846,160906,2700
60902,2846,160907,2700
60903,2846,160908,2700
60904,2846,160909,2647
60905,2846,160910,2706
60906,2846,160911,2706
60907,2852,160912,2654
60908,2852,160913,2629
60909,2822,160914,2623
60910,2846,160915,2647
60911,2846,160916,2648
60912,2845,160917,2623
60913,2846,160918,2623
60914,2846,160919,2654
60915,2846,160920,2630
60916,2852,160921,2654
60917,2852,160922,2630
60918,2846,160923,2624
60919,2846,160924,2624
60920,2846,160925,2624
60921,2846,160926,2623
60922,2870,160927,2700
60923,2846,160928,2654
60924,2846,160929,2706
60925,2852,160930,2654
60926,2876,160931,2629
60927,2846,160932,2648
60928,2822,160933,2648
60929,2870,160934,2623
60930,2846,160935,2648
60931,2846,160936,2701
60932,2846,160937,2651
60933,2846,160938,2654
60934,2852,160939,2605
60935,2876,160940,2630
60936,2874,160941,2623
60937,2870,160942,2623
60938,2845,160943,2648
60939,2870,160944,2648
60940,2870,160945,2700
60941,2846,160946,2700
60942,2870,160947,2706
60943,2852,160948,2629
60944,2853,160949,2629
60945,2847,160950,2648
60946,2870,160951,2648
60947,2846,160952,2701
60948,2846,160953,2624
60949,2870,160954,2623
60950,2846,160955,2624
60951,2846,160956,2630
60952,2870,160957,2605
60953,2851,160958,2630
60954,2846,160959,2648
60955,2822,160960,2648
60956,2847,160961,2648
60957,2822,160962,2648
60958,2846,160963,2648
60959,2846,160964,2648
60960,2846,160965,2654
60961,2846,160966,2629
60962,2853,160967,2630
60963,2846,160968,2648
60964,2797,160969,2623
60965,2845,160970,2624
60966,2846,160971,2624
60967,2870,160972,2648
60968,2870,160973,2624
60969,2873,160974,2629
60970,2874,160975,2706
60971,2901,160976,2654
60972,2806,160977,2654
60973,2821,160978,2624
60974,2846,160979,2624
60975,2873,160980,2624
60976,2873,160981,2624
60977,2871,160982,2623
60978,2846,160983,2629
60979,2870,160984,2654
60980,2828,160985,2654
60981,2852,160986,2700
60982,2871,160987,2624
60983,2846,160988,2700
60984,2846,160989,2648
60985,2874,160990,2624
60986,2846,160991,2623
60987,2846,160992,2630
60988,2846,160993,2630
60989,2877,160994,2653
60990,2877,160995,2654
60991,2846,160996,2700
60992,2846,160997,2648
60993,2846,160998,2623
60994,2846,160999,2648
60995,2874,161000,2623
60996,2846,161001,2628
60997,2846,161002,2629
60998,2852,161003,2605
60999,2880,161004,2630
61000,2845,161005,2623
61001,2846,161006,2623
61002,2874,161007,2648
61003,2871,161008,2624
61004,2870,161009,2624
61005,2870,161010,2624
61006,2873,161011,2629
61007,2876,161012,2604
61008,2852,161013,2630
61009,2874,161014,2623
61010,2846,161015,2623
61011,2870,161016,2648
61012,2822,161017,2647
61013,2846,161018,2647
61014,2846,161019,2623
61015,2846,161020,2654
61016,2847,161021,2629
61017,2876,161022,2629
61018,2870,161023,2647
61019,2869,161024,2648
61020,2870,161025,2700
61021,2870,161026,2623
61022,2870,161027,2648
61023,2870,161028,2647
61024,2870,161029,2654
61025,2870,161030,2706
61026,2876,161031,2630
61027,2870,161032,2629
61028,2821,161033,2648
61029,2846,161034,2624
61030,2846,161035,2648
61031,2846,161036,2624
61032,2822,161037,2648
61033,2846,161038,2654
61034,2846,161039,2630
61035,2852,161040,2629
61036,2871,161041,2654
61037,2821,161042,2623
61038,2846,161043,2624
61039,2846,161044,2624
61040,2871,161045,2623
61041,2870,161046,2624
61042,2871,161047,2630
61043,2846,161048,2654
61044,2852,161049,2654
61045,2853,161050,2654
61046,2870,161051,2623
61047,2871,161052,2624
61048,2846,161053,2648
61049,2870,161054,2623
61050,2846,161055,2624
61051,2874,161056,2629
61052,2870,161057,2653
61053,2852,161058,2731
61054,2852,161059,2630
61055,2874,161060,2624
61056,2846,161061,2624
61057,2846,161062,2648
61058,2871,161063,2647
61059,2871,161064,2624
61060,2873,161065,2650
61061,2873,161066,2654
61062,2876,161067,2629
61063,2877,161068,2629
61064,2846,161069,2700
61065,2846,161070,2623
61066,2846,161071,2647
61067,2846,161072,2623
61068,2871,161073,2624
61069,2846,161074,2648
61070,2846,161075,2654
61071,2876,161076,2604
61072,2877,161077,2629
61073,2846,161078,2624
61074,2847,161079,2624
61075,2846,161080,2623
61076,2846,161081,2624
61077,2847,161082,2624
61078,2846,161083,2624
61079,2846,161084,2629
61080,2870,161085,2605
61081,2877,161086,2630
61082,2870,161087,2625
61083,2846,161088,2647
61084,2874,161089,2700
61085,2870,161090,2623
61086,2846,161091,2623
61087,2846,161092,2623
61088,2846,161093,2629
61089,2871,161094,2629
61090,2852,161095,2629
61091,2846,161096,2629
61092,2822,161097,2623
61093,2847,161098,2623
61094,2846,161099,2623
61095,2870,161100,2623
61096,2874,161101,2623
61097,2874,161102,2630
61098,2847,161103,2629
61099,2852,161104,2653
61100,2852,161105,2654
61101,2821,161106,2648
61102,2846,161107,2623
61103,2847,161108,2623
61104,2870,161109,2624
61105,2846,161110,2623
61106,2846,161111,2629
61107,2846,161112,2629
61108,2852,161113,2629
61109,2852,161114,2629
61110,2873,161115,2623
61111,2846,161116,2624
61112,2846,161117,2623
61113,2873,161118,2623
61114,2873,161119,2623
61115,2873,161120,2629
61116,2873,161121,2629
61117,2879,161122,2629
61118,2879,161123,2629
61119,2873,161124,2624
61120,2870,161125,2647
61121,2873,161126,2647
61122,2874,161127,2623
61123,2870,161128,2623
61124,2846,161129,2626
61125,2870,161130,2629
61126,2852,161131,2605
61127,2876,161132,2629
61128,2873,161133,2623
61129,2870,161134,2623
61130,2846,161135,2623
61131,2870,161136,2624
61132,2870,161137,2623
61133,2870,161138,2623
61134,2870,161139,2630
61135,2852,161140,2604
61136,2877,161141,2604
61137,2870,161142,2622
61138,2846,161143,2623
61139,2846,161144,2623
61140,2846,161145,2623
61141,2846,161146,2623
61142,2873,161147,2623
61143,2873,161148,2630
61144,2873,161149,2605
61145,2852,161150,2605
61146,2822,161151,2626
61147,2821,161152,2623
61148,2846,161153,2700
61149,2822,161154,2699
61150,2821,161155,2623
61151,2846,161156,2623
61152,2873,161157,2706
61153,2870,161158,2629
61154,2852,161159,2653
61155,2870,161160,2630
61156,2797,161161,2623
61157,2822,161162,2623
61158,2845,161163,2624
61159,2846,161164,2623
61160,2846,161165,2648
61161,2846,161166,2629
61162,2846,161167,2629
61163,2879,161168,2629
61164,2852,161169,2629
61165,2797,161170,2623
61166,2846,161171,2623
61167,2822,161172,2623
61168,2846,161173,2648
61169,2846,161174,2648
61170,2870,161175,2706
61171,2846,161176,2706
61172,2852,161177,2681
61173,2853,161178,2700
61174,2846,161179,2648
61175,2870,161180,2699
61176,2846,161181,2700
61177,2821,161182,2700
61178,2846,161183,2700
61179,2846,161184,2706
61180,2846,161185,2654
61181,2852,161186,2654
61182,2879,161187,2654
61183,2846,161188,2700
61184,2873,161189,2700
61185,2846,161190,2700
61186,2846,161191,2623
61187,2870,161192,2623
61188,2846,161193,2702
61189,2845,161194,2707
61190,2852,161195,2629
61191,2851,161196,2629
61192,2846,161197,2700
61193,2870,161198,2648
61194,2846,161199,2700
61195,2846,161200,2700
61196,2822,161201,2700
61197,2846,161202,2648
61198,2846,161203,2706
61199,2852,161204,2629
61200,2852,161205,2629
61201,2821,161206,2724
61202,2846,161207,2648
61203,2846,161208,2725
61204,2846,161209,2700
61205,2845,161210,2700
61206,2846,161211,2648
61207,2846,161212,2706
61208,2822,161213,2629
61209,2852,161214,2629
61210,2822,161215,2725
61211,2821,161216,2700
61212,2822,161217,2700
61213,2822,161218,2700
61214,2822,161219,2700
61215,2846,161220,2700
61216,2846,161221,2706
61217,2846,161222,2706
61218,2852,161223,2730
61219,2828,161224,2725
61220,2797,161225,2725
61221,2821,161226,2648
61222,2822,161227,2648
61223,2846,161228,2725
61224,2846,161229,2700
61225,2870,161230,2706
61226,2846,161231,2706
61227,2852,161232,2731
61228,2828,161233,2700
61229,2797,161234,2700
61230,2822,161235,2700
61231,2846,161236,2700
61232,2845,161237,2700
61233,2846,161238,2700
61234,2870,161239,2731
61235,2846,161240,2731
61236,2828,161241,2706
61237,2852,161242,2724
61238,2846,161243,2700
61239,2822,161244,2700
61240,2845,161245,2724
61241,2822,161246,2725
61242,2822,161247,2700
61243,2822,161248,2706
61244,2822,161249,2706
61245,2852,161250,2706
61246,2851,161251,2700
61247,2846,161252,2700
61248,2822,161253,2725
61249,2846,161254,2725
61250,2846,161255,2725
61251,2846,161256,2750
61252,2822,161257,2729
61253,2846,161258,2731
61254,2852,161259,2630
61255,2876,161260,2630
61256,2822,161261,2700
61257,2846,161262,2700
61258,2822,161263,2700
61259,2822,161264,2700
61260,2874,161265,2725
61261,2870,161266,2725
61262,2870,161267,2731
61263,2828,161268,2629
61264,2828,161269,2630
61265,2822,161270,2725
61266,2822,161271,2725
61267,2822,161272,2725
61268,2822,161273,2725
61269,2846,161274,2700
61270,2846,161275,2725
61271,2873,161276,2706
61272,2846,161277,2706
61273,2827,161278,2654
61274,2821,161279,2725
61275,2798,161280,2725
61276,2821,161281,2700
61277,2846,161282,2700
61278,2846,161283,2700
61279,2874,161284,2700
61280,2845,161285,2706
61281,2846,161286,2706
61282,2879,161287,2681
61283,2805,161288,2700
61284,2872,161289,2676
61285,2873,161290,2700
61286,2846,161291,2675
61287,2873,161292,2725
61288,2874,161293,2700
61289,2846,161294,2706
61290,2846,161295,2707
61291,2876,161296,2731
61292,2853,161297,2725
61293,2845,161298,2701
61294,2873,161299,2701
61295,2846,161300,2700
61296,2870,161301,2700
61297,2846,161302,2700
61298,2821,161303,2706
61299,2846,161304,2706
61300,2828,161305,2706
61301,2852,161306,2675
61302,2846,161307,2700
61303,2873,161308,2701
61304,2870,161309,2701
61305,2846,161310,2700
61306,2846,161311,2726
61307,2821,161312,2707
61308,2846,161313,2707
61309,2876,161314,2731
61310,2876,161315,2725
61311,2846,161316,2725
61312,2847,161317,2700
61313,2846,161318,2700
61314,2846,161319,2700
61315,2822,161320,2701
61316,2846,161321,2703
61317,2846,161322,2706
61318,2852,161323,2629
61319,2851,161324,2630
61320,2846,161325,2725
61321,2846,161326,2700
61322,2869,161327,2700
61323,2846,161328,2725
61324,2846,161329,2701
61325,2821,161330,2725
61326,2846,161331,2706
61327,2828,161332,2682
61328,2852,161333,2706
61329,2846,161334,2725
61330,2846,161335,2726
61331,2822,161336,2701
61332,2845,161337,2700
61333,2846,161338,2701
61334,2845,161339,2726
61335,2870,161340,2731
61336,2845,161341,2706
61337,2852,161342,2706
61338,2822,161343,2700
61339,2797,161344,2701
61340,2822,161345,2725
61341,2821,161346,2701
61342,2821,161347,2726
61343,2822,161348,2725
61344,2873,161349,2732
61345,2822,161350,2731
61346,2851,161351,2732
61347,2845,161352,2750
61348,2797,161353,2726
61349,2822,161354,2726
61350,2846,161355,2726
61351,2822,161356,2725
61352,2822,161357,2726
61353,2822,161358,2731
61354,2822,161359,2731
61355,2852,161360,2731
61356,2803,161361,2701
61357,2797,161362,2700
61358,2822,161363,2725
61359,2822,161364,2701
61360,2821,161365,2701
61361,2821,161366,2701
61362,2822,161367,2707
61363,2821,161368,2707
61364,2851,161369,2707
61365,2828,161370,2701
61366,2822,161371,2701
61367,2822,161372,2700
61368,2822,161373,2700
61369,2822,161374,2701
61370,2846,161375,2701
61371,2822,161376,2707
61372,2822,161377,2706
61373,2852,161378,2707
61374,2852,161379,2701
61375,2845,161380,2701
61376,2846,161381,2725
61377,2846,161382,2700
61378,2846,161383,2676
61379,2822,161384,2701
61380,2821,161385,2705
61381,2821,161386,2706
61382,2828,161387,2682
61383,2852,161388,2706
61384,2821,161389,2700
61385,2821,161390,2675
61386,2846,161391,2675
61387,2822,161392,2701
61388,2822,161393,2726
61389,2822,161394,2701
61390,2822,161395,2732
61391,2828,161396,2682
61392,2851,161397,2629
61393,2822,161398,2700
61394,2821,161399,2700
